구인신청일자,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처,인증구분,등급,인증발급일,인증만료일,시작일자,종료일자,시군구명
2023-06-14,농업회사법인왕가네농산물주식회사,기타 식품가공 종사원,상용직,시급,9620,무관,무관,무관,,    ,충청북도 청주시 서원구 남이면 가좌신송로 9-19 왕가네농산물,중소,충북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-14,충청도
2023-06-14,바로고,환경 미화원,계약직,시급,11000,무관,1년미만,무관,,    ,서울특별시 강남구 언주로134길 32,개인,서울동부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,서울
2023-06-14,아크뮤직,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,1년미만,무관,,    ,충청북도 옥천군 옥천읍 삼양로 58 지하,개인,충북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-07,충청도
2023-06-14,군산미룡초등학교(직장),건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),상용직,시급,9620,무관,1년미만,무관,,    ,전라북도 군산시 미룡동 458-4번지,"협회,단체",전북지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-20,전라도
2023-06-14,농업회사법인 유한회사 일상식품,섬유가공 준비 및 후가공 처리원,상용직,시급,9620,무관,1년미만,무관,,    ,전라북도 정읍시 소성면 식품특화로 29,중소,전북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,전라도
2023-06-14,유한회사 맘에든,육류 가공기계 조작원,상용직,월급,2010580,무관,1년미만,무관,,    ,전라북도 전주시 완산구 현무3길 9-14,중소,전북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-14,전라도
2023-06-14,피키오븐,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,1년미만,무관,,    ,제주특별자치도 제주시 일주서로 7719 104호,개인,제주지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,제주도
2023-06-14,한국투자증권㈜,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,11000,무관,무관,무관,,    ,서울특별시 영등포구 의사당대로 88,중소,부산지역본부,2023-06-19,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,서울
2023-06-14,(주)듀델코리아,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1585530,무관,무관,무관,,    ,부산광역시 해운대구 APEC로 17 4204호,중소,부산지역본부,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-08-12,부산
2023-06-14,사단법인 컴피장애인복지자립협회,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9800,무관,1년미만,무관,,    ,부산광역시 사상구 대동로223번길 51 1층,중소,부산지역본부,2023-06-19,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,부산
2023-06-14,대구세현초등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,1년미만,무관,,    ,대구광역시 달성군 구지면 국가산단대로66길 10 대구세현초등학교,"공사,공공",대구지역본부,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,대구
2023-06-14,천일정기화물자동차(주),총무 및 일반 사무원,상용직,연봉,30000000,무관,무관,초대졸,,    ,부산광역시 부산진구 전포대로 217,중소,인천지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-23,부산
2023-06-14,(주)에어코리아,사무 보조원(일반사업체),계약직,월급,2011000,무관,무관,무관,,    ,인천광역시 중구 공항로 272 인천국제공항 여객터미널 B084호,중소,인천지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-23,인천
2023-06-14,넥스트 주식회사,기타 전자 부품·제품 조립·검사원,상용직,시급,9620,무관,1년미만,무관,,    ,인천광역시 서구 보듬로 158 공존 1011호,중소,인천지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,인천
2023-06-14,애슐리W광주유스퀘어점,주방 보조원(일반 음식점),시간제,시급,9620,무관,1년미만,무관,,    ,광주광역시 서구 무진대로 904  2층,대기업,광주지역본부,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-08-31,광주
2023-06-14,농업회사법인 한가득영농회주식회사,사무 보조원(일반사업체),상용직,시급,9620,무관,1년미만,무관,,    ,전라남도 나주시 남평읍 교원교촌길 108-3 농업회사법인 한가득영농회주식회사,중소,광주지역본부,2023-06-15,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,전라도
2023-06-14,농업회사법인 한가득영농회주식회사,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,1년미만,무관,,    ,전라남도 나주시 남평읍 교원교촌길 108-3 농업회사법인 한가득영농회주식회사,중소,광주지역본부,2023-06-15,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,전라도
2023-06-14,(주)신화,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 논산시 강경읍 농공단지로 22 신화,중소,대전지역본부,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,충청도
2023-06-14,동구아름다운복지관(아름다운 카페),음료 조리사(바리스타 포함),계약직,시급,9620,무관,무관,무관,,바리스타 2급  바리스타 1급  ,대전광역시 동구 안골로 49 동구아름다운복지관,중소,대전지역본부,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-21,대전
2023-06-14,한림대학교부속춘천성심병원,병원행정 사무원(원무),계약직,월급,1010100,무관,1년미만,고졸,,    ,강원도 춘천시 삭주로 77,대기업,강원지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,강원도
2023-06-14,차의과학대학교 부속 구미차병원,기타 보건·의료 서비스 종사원,계약직,시급,10200,무관,무관,무관,,    ,경상북도 구미시 신시로10길 12,대기업,경북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-30,경상도
2023-06-14,구미버스(주),기타 경영지원 서비스 관리자,계약직,시급,9620,신입,무관,무관,,    ,경상북도 구미시 선기로 135-8,중소,경북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-17,경상도
2023-06-14,부민운수(주),택시 운전원,상용직,시급,9620,무관,무관,무관,,    ,경기도 의정부시 용민로61번길 58,중소,경기북부지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-08-31,경기도
2023-06-14,이노위드(주) 파주,환경 미화원,계약직,시급,9620,무관,1년미만,무관,,    ,경기도 파주시 문산읍 휴암로 570 내포리 1633,대기업,경기북부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,경기도
2023-06-14,이노위드(주) 파주,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,시급,9620,무관,1년미만,무관,,    ,경기도 파주시 문산읍 휴암로 570 내포리 1633,대기업,경기북부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,경기도
2023-06-14,협성메디칼(주),플라스틱제품 조립원 및 검사원,상용직,월급,2100000,무관,무관,무관,,    ,경기도 양주시 광적면 부흥로597번길 105-24 협성메디칼,중소,경기북부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-09-13,경기도
2023-06-14,씨제이 푸드빌(주),주방 보조원(일반 음식점),상용직,시급,9620,무관,1년미만,무관,,    ,서울특별시 중구 마른내로 34 케이티앤지 을지로타워 3~11층,중소,경기북부지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-08-31,서울
2023-06-14,주식회사맑은기업,경·소형 화물차 운전원,상용직,연봉,26000000,무관,무관,무관,,    ,울산광역시 울주군 범서읍 관문로 656 주식회사 맑은기업,중소,울산지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,울산
2023-06-14,(주)에이치씨엔씨,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,1년미만,무관,,    ,울산광역시 중구 종가로 406-21  3층,중소,울산지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-18,울산
2023-06-14,(주)국민은행,경영 기획 사무원,계약직,월급,2328000,무관,무관,고졸,,    ,서울특별시 영등포구 국제금융로8길 26  국민은행 본점,대기업,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-30,서울
2023-06-14,주식회사 GC헬스케어,사무 보조원(일반사업체),계약직,월급,1700000,무관,무관,무관,,    ,서울특별시 영등포구 여의대로 108 2동 32층,중소,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-30,서울
2023-06-14,영등포고등학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,12030,무관,무관,무관,,    ,서울특별시 동작구 등용로8길 5,"공사,공공",서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,서울
2023-06-14,서울영본초등학교,환경 미화원,계약직,시급,12030,무관,1년미만,무관,,    ,서울특별시 동작구 본동 441-11번지,"공사,공공",서울남부지사,2023-06-20,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,서울
2023-06-14,서울봉현초등학교,환경 미화원,계약직,시급,12030,무관,1년미만,무관,,    ,서울특별시 관악구 성현로 117,"공사,공공",서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-21,서울
2023-06-14,신목장애인주간보호시설,환경 미화원,계약직,시급,9620,무관,1년미만,무관,,    ,서울특별시 양천구 신목로 5,"협회,단체",서울남부지사,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-21,서울
2023-06-14,행복두드리미 주식회사,음료 조리사(바리스타 포함),상용직,월급,1011000,무관,무관,무관,,    ,서울특별시 영등포구 선유동2로 57 이레빌딩 14층,중소,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-30,서울
2023-06-14,롯데오토케어,회계 사무원(일반 사업체),계약직,연봉,25140000,무관,무관,고졸,,    ,"서울특별시 영등포구 문래로 83 아라비즈타워 105호, 302~307호, 4층",대기업,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-07,서울
2023-06-14,한결엠보호작업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,755170,무관,1년미만,무관,,    ,서울특별시 금천구 가산디지털1로 131,"협회,단체",서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-31,서울
2023-06-14,주식회사 이랜드서비스,"기타 건물 관리원(공원, 종교시설 등)",계약직,월급,1050000,무관,무관,무관,,    ,서울특별시 금천구 가산디지털1로 212,중소,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-30,2023-07-09,서울
2023-06-14,애슐리퀸즈 홈플러스 인천청라점,주방 보조원(일반 음식점),계약직,시급,9620,무관,1년미만,무관,,    ,인천광역시 서구 중봉대로 587,대기업,서울남부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-07-06,2023-07-31,인천
2023-06-14,삼성생명보험(주),사무 보조원(일반사업체),계약직,월급,1174000,무관,무관,무관,,    ,서울특별시 서초구 서초대로74길 11,중소,부산지역본부,2023-06-21,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-13,서울
2023-06-14,주식회사러쉬코리아,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,연봉,15400000,무관,무관,무관,,    ,서울특별시 강남구 학동로 336,중소,서울동부지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-06-28,서울
2023-06-14,(주)에이엔피 청주공장,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,충청북도 청주시 흥덕구 월명로 195,중소,충북지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-14,2023-07-01,충청도
2023-06-13,한국교육과정평가원,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,일급,130000,무관,무관,무관,,    ,충청북도 진천군 덕산읍 교학로 8 한국교육과정평가원,중소,충북지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,충청도
2023-06-13,푸디스트주식회사,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",시간제,시급,9620,무관,무관,무관,,    ,서울특별시 용산구 청파로 363 한화빌딩 푸디스트,중소,경기서부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,서울
2023-06-13,군장대학,공공행정 사무원,시간제,시급,9620,무관,1년미만,무관,,    ,전라북도 군산시 성산면 마동1길 19-7,대기업,전북지사,2023-06-19,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-20,전라도
2023-06-13,(주)현대캐터링시스템,단체 급식 보조원,계약직,시급,9620,무관,무관,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 현대캐터링시스템,대기업,전북지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-11,경기도
2023-06-13,의료법인은성의료재단좋은삼선병원,기타 보건·의료 서비스 종사원,계약직,시급,9620,무관,무관,무관,,    ,부산광역시 사상구 가야대로 326 좋은삼선병원,중소,부산지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-31,부산
2023-06-13,(주)탑써비스,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,무관,무관,무관,,    ,부산광역시 사상구 운산로 52 bs메디컬센타 6층,중소,부산지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-31,부산
2023-06-13,부산광역시교육청,"기타 건물 관리원(공원, 종교시설 등)",상용직,시급,9620,무관,무관,무관,,    ,부산광역시 부산진구 화지로 12,"공사,공공",부산지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,부산
2023-06-13,(주)대신에이스,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",계약직,시급,9620,무관,무관,무관,,    ,부산광역시 연제구 아시아드대로28번길 9 상가 304호,중소,부산지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-01,부산
2023-06-13,와이케이스틸(주),채소·특용작물 재배원,계약직,시급,11000,무관,1년미만,무관,,    ,부산광역시 사하구 을숙도대로 760,중소,부산지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,부산
2023-06-13,주식회사 인성드림,세탁원(다림질원),상용직,시급,9620,무관,1년미만,무관,,    ,인천광역시 서구 백범로810번길 27 2층 인성드림 사무실,중소,인천지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-09-12,인천
2023-06-13,재단법인 광주정보문화산업진흥원,사무 보조원(공공기관),계약직,월급,2493370,무관,무관,무관,,    ,광주광역시 남구 송암로 60,"공사,공공",광주지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-19,광주
2023-06-13,대전보람요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620,무관,무관,무관,,    ,대전광역시 중구 인창로 35 대전보람요양병원,중소,대전지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,대전
2023-06-13,금성에이스산업(주),주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,신입,무관,무관,,    ,경기도 화성시 향남읍 갈천웃말길 13-7 금성에이스산업,중소,경기지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,경기도
2023-06-13,(주)그린파워,환경 미화원,상용직,시급,9620,무관,무관,무관,,    ,경기도 화성시 동탄면 동부대로 792,중소,경기지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,경기도
2023-06-13,주식회사우리제지,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2011000,무관,무관,무관,,    ,경기도 화성시 정남면 보통내길 82-13 우리제지,중소,경기지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-27,경기도
2023-06-13,(주)효성조명,LED 부품·제품 조립·검사원,상용직,시급,9620,무관,1년미만,무관,,    ,경기도 화성시 정남면 괘랑2길17번길 45-12 효성조명,중소,경기지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,경기도
2023-06-13,(주)예지,식품 분야 단순 종사원,상용직,시급,9620,무관,무관,무관,,    ,전라남도 목포시 대양산단로199번길 60,중소,전남지사,2023-06-20,1588-1519,없음,없음,없음,없음,2023-06-13,2023-09-12,전라도
2023-06-13,(주)동성모터스,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,부산광역시 해운대구 해운대해변로 299 MINI Bldg,중소,경북지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-28,부산
2023-06-13,삼성화재애니카손해사정(주),사무 보조원(일반사업체),계약직,월급,1169000,무관,무관,무관,,    ,서울특별시 서초구 강남대로 343 신덕빌딩 12층,대기업,경기북부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,서울
2023-06-13,(주)나눔누리,환경 미화원,계약직,시급,9620,무관,무관,무관,,    ,경상북도 구미시 3공단2로 235 A1동 1층 나눔누리,중소,경기북부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-09-12,경상도
2023-06-13,주식회사 빵쌤에프앤비,제과·제빵원,상용직,시급,9620,무관,1년미만,무관,,    ,경기도 가평군 상면 축령로 28,개인,경기북부지사,2023-06-20,1588-1519,없음,없음,없음,없음,2023-06-13,2023-08-11,경기도
2023-06-13,삼성웰스토리(주),주방 보조원(일반 음식점),계약직,시급,9620,무관,무관,무관,,    ,경기도 성남시 분당구 구미로 8,대기업,서울지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-14,경기도
2023-06-13,풋락커코리아 유한회사,일반상점 판매원,상용직,월급,750000,무관,무관,무관,,    ,서울특별시 마포구 홍익로 29,중소,서울지역본부,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-29,서울
2023-06-13,(주)한섬,매장 정리원(매장 보조원),계약직,시급,9620,무관,무관,무관,시각디자인,    ,서울특별시 강남구 도산대로 523  한섬빌딩,대기업,서울동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-31,서울
2023-06-13,(주)한섬,마케팅·광고·홍보·상품기획 사무원,계약직,시급,9620,무관,무관,무관,시각디자인,    ,서울특별시 강남구 도산대로 523  한섬빌딩,대기업,서울동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-07-31,서울
2023-06-13,(주)씨제이이엔엠,사무 보조원(일반사업체),계약직,연봉,12012000,무관,무관,무관,,    ,서울특별시 서초구 과천대로 870-13,대기업,서울동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-16,서울
2023-06-13,(주)코리아세븐,매장 정리원(매장 보조원),계약직,시급,9620,무관,1년미만,무관,,    ,서울특별시 중구 청계천로 100 시그니처타워 5층,중소,서울동부지사,2023-06-20,1588-1519,없음,없음,없음,없음,2023-06-13,2023-09-12,서울
2023-06-13,더나은성남사회적협동조합,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",상용직,시급,9620,신입,무관,무관,,    ,경기도 성남시 분당구 성남대로 165,"협회,단체",서울동부지사,2023-06-20,1588-1519,없음,없음,없음,없음,2023-06-13,2023-09-12,경기도
2023-06-13,(주)현대그린푸드,음식서비스 관리자,계약직,시급,9620,무관,무관,무관,,    ,경기도 용인시 수지구 문인로 30 현대그린푸드,대기업,서울동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-08-11,경기도
2023-06-13,더봄플러스주식회사,상품 진열원,계약직,월급,2010580,무관,무관,무관,,    ,서울특별시 금천구 디지털로9길 32 갑을그레이트밸리 216-1호,중소,경기동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,서울
2023-06-13,이현고등학교,사무 보조원(공공기관),계약직,시급,9620,무관,1년미만,무관,,    ,경기도 이천시 증신로 88,"공사,공공",경기동부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-20,경기도
2023-06-13,서울과학기술대학교산학협력단,사무 보조원(공공기관),상용직,연봉,26463000,무관,무관,고졸,,    ,서울특별시 노원구 공릉로 232 서울과학기술대학교 테크노큐브동,중소,서울북부지사,2023-06-19,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-22,서울
2023-06-13,꿈꾸는이상(주) 길음신관,주방 보조원(일반 음식점),상용직,월급,2600000,무관,1년미만,무관,,    ,서울특별시 성북구 정릉로 165 4층,중소,서울북부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,서울
2023-06-13,(학)일송학원한림대성심병원,기타 보건·의료 서비스 종사원,계약직,월급,1091666,무관,1년미만,무관,,    ,경기도 안양시 동안구 평촌동 896-1,대기업,경기서부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,경기도
2023-06-13,이도실업,의복·직물 검사 등 기타 섬유·가죽 기능원,상용직,시급,9620,무관,1년미만,무관,,    ,경기도 부천시 부천로208번길 77 6층,개인,경기서부지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,경기도
2023-06-13,장미산업,세탁원(다림질원),시간제,시급,9620,무관,무관,무관,,    ,전라북도 군산시 성산면 동군산로 119 군장세탁소,중소,전북지사,2023-06-13,1588-1519,없음,없음,없음,없음,2023-06-13,2023-06-30,전라도
2023-06-12,(주)세보엠이씨,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,월급,2600000,무관,무관,무관,,    ,충청북도 음성군 금왕읍 금일로 638,대기업,충북지사,2023-06-16,1588-1519,없음,없음,없음,없음,2023-06-12,2023-09-11,충청도
2023-06-12,(사)친환경복지가로누리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,740740,무관,무관,무관,,    ,부산광역시 기장군 정관읍 정관로 859 1층,중소,충남지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-07-07,부산
2023-06-12,오송첨단의료산업진흥재단,사무 보조원(공공기관),계약직,월급,2010580,신입,무관,무관,,    ,충청북도 청주시 흥덕구 오송읍 오송생명로 123 오송첨단의료산업진흥재단,"공사,공공",충북지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-26,충청도
2023-06-12,전라북도교육청,환경 미화원,상용직,월급,2010580,무관,무관,무관,,    ,전라북도 전주시 완산구 홍산로 111,"공사,공공",전북지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-30,전라도
2023-06-12,삼이오산업(주),고무제품 조립원 및 검사원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 김해시 상동면 소락로 198,중소,경남지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-21,경상도
2023-06-12,의료법인 신화성 의료재단,기타 보건·의료 서비스 종사원,상용직,시급,9620,무관,무관,무관,,    ,경상남도 창원시 마산회원구 합포로 285 잘본병원,중소,경남지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-30,경상도
2023-06-12,한국전력공사 부산울산본부,영업 기획·관리·지원 사무원,계약직,시급,9620,무관,무관,무관,,    ,부산광역시 부산진구 중앙대로666번길 43,"공사,공공",부산지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-22,부산
2023-06-12,경산자인학교,사무 보조원(공공기관),계약직,시급,9620,무관,무관,무관,,    ,경상북도 경산시 자인면 원효로156길 83,"공사,공공",대구지역본부,2023-06-15,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-30,경상도
2023-06-12,바로병원,데스크 안내원,계약직,월급,1100000,무관,무관,무관,,    ,인천광역시 미추홀구 인주대로 458  바로병원,중소,인천지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-22,인천
2023-06-12,(주)아데코코리아,사무 보조원(일반사업체),계약직,월급,1030000,무관,무관,무관,,    ,서울특별시 송파구 백제고분로 69 5층,중소,인천지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-22,서울
2023-06-12,한국농어촌공사 전남지역본부,사무 보조원(공공기관),계약직,시급,9620,무관,1년미만,무관,,    ,광주광역시 광산구 무진대로 225,"공사,공공",광주지역본부,2023-06-16,1588-1519,없음,없음,없음,없음,2023-06-12,2023-07-31,광주
2023-06-12,(주)광진산업,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,무관,무관,,    ,충청남도 금산군 추부면 추풍로 146,중소,대전지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-07-07,충청도
2023-06-12,행복키움 주식회사(대전),음료 조리사(바리스타 포함),계약직,연봉,15000000,무관,1년미만,무관,,    ,대전광역시 유성구 엑스포로 325  SK 대덕연구단지,대기업,대전지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-22,대전
2023-06-12,엠에스인더스트리,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620,무관,1년미만,무관,,    ,충청남도 금산군 복수면 복수공단길 8-78 엠에스인더스트리,중소,대전지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-30,충청도
2023-06-12,(주)현대그린푸드,주방 보조원(일반 음식점),계약직,월급,1010100,무관,무관,무관,,    ,경기도 용인시 수지구 문인로 30 현대그린푸드,대기업,대전지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-13,경기도
2023-06-12,(주)영엔영컨설팅,환경 미화원,계약직,시급,9620,무관,1년미만,무관,,    ,충청남도 아산시 배방읍 북수로111번길 5-6  1층,중소,경기지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-16,충청도
2023-06-12,한림대학교동탄성심병원,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,1010100,무관,1년미만,무관,,    ,경기도 화성시 큰재봉길 7,대기업,경기지역본부,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-06-22,경기도
2023-06-12,한국자재산업주식회사,생산·품질 사무원 및 관리원(그 외 분야),상용직,시급,9620,무관,무관,무관,,    ,강원도 영월군 영월읍 팔괴로 130-15 한국자재산업주식회사,중소,강원지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-08-30,강원도
2023-06-12,(사)한국시각장애인연합회 전남지부 순천지회,사회복지사(사회복지시설),계약직,연봉,30000000,무관,무관,대졸,,사회복지사 1급    ,전라남도 순천시 중앙로 67 5층,"협회,단체",전남지사,2023-06-15,1588-1519,없음,없음,없음,없음,2023-06-12,2023-08-31,전라도
2023-06-12,꿈을 키우는 세상,펄프·종이 제조장치 조작원,상용직,시급,9620,무관,무관,무관,,    ,전라남도 순천시 서면 둔대수계길 24 꿈을 키우는 세상,중소,전남지사,2023-06-12,1588-1519,없음,없음,없음,없음,2023-06-12,2023-09-08,전라도
2023-06-12,맥스코리아,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620,무관,1년미만,무관,,    ,전라남도 순천시 해룡면 해룡산단5로 71-22 맥스코리아,중소,전남지사,2023-06-14,1588-1519,없음,없음,없음,없음,2023-06-12,2023-09-08,전라도
